Let us play a game named Bongard-Tool. I will give you 6 tools that can perform a function, and 6 tools that can not perform that function. Then I will ask you whether another tool could perform that function. All you need to do is guess the possible function, and tell me yes or no. For example, there is a function that can be performed by these tools: ['Styrofoam', 'Stone', 'Balsa-Wood', 'Cardboard', 'Wooden-Block', 'Clay'], and this function can not be performed by these tools: ['Anchors', 'Padlock', 'Smartphone', 'Hacksaw', 'Tile-Saw', 'Scrub-Brush']. What function it may be? Can Plaster be used to perform this function? Can Robot-Arm be used to perform this function? You just need to answer: Possible functions: carving, crafting, or sculpture. Yes, No.
There is a function that can be performed by these tools: ['Screwdriver', 'Hacksaw', 'Hammer', 'Chisel', 'File', 'Drill-Bit'], and this function cannot be performed by these tools: ['Cheese', 'Padlock', 'Table-Saw', 'Clay', 'Luggage-Lock', 'LED-Lights']. What function it may be? Can Pencil be used to perform this function? Can Desktop-Computer be used to perform this function? 
There is a function that can be performed by these tools: ['List', 'Class', 'Tuple', 'String', 'Float', 'Boolean'], and this function cannot be performed by these tools: ['Fabric', 'Optical-Disc', 'Desk', 'Recording-Software', 'Flash-Drive', 'Flagpole']. What function it may be? Can File be used to perform this function? Can Rocking-Horse be used to perform this function? 
There is a function that can be performed by these tools: ['Tablet', 'Smartphone', 'Smart-TV', 'Laptop', 'Smart-Speaker', 'Smartwatch'], and this function cannot be performed by these tools: ['Refrigerator', 'Rugby-Ball', 'Staple-Punch', 'Polish-Flag', 'Needle', 'Sharpener']. What function it may be? Can Printer be used to perform this function? Can Sound-Card be used to perform this function? 
There is a function that can be performed by these tools: ['Microphone', 'Monitor', 'Mouse', 'Scanner', 'Speakers', 'Webcam'], and this function cannot be performed by these tools: ['Paint-Palette', 'Smartwatch', 'CSV-File', 'Tow-Truck', 'Pressure-Gauge', 'Door']. What function it may be? Can Gamepad be used to perform this function? Can Leather be used to perform this function? 
There is a function that can be performed by these tools: ['Door', 'Floor', 'Bookshelf', 'Cabinet', 'Chair', 'Desk'], and this function cannot be performed by these tools: ['Table-Saw', 'API-Endpoints', 'Thimble', 'Cabinet-Handle', 'Diaphragm', 'Raspberry-Pi']. What function it may be? Can Wall be used to perform this function? Can Drill-Press be used to perform this function? 
There is a function that can be performed by these tools: ['Cardboard', 'Clay', 'Stone', 'Plaster', 'Styrofoam', 'Wooden-Block'], and this function cannot be performed by these tools: ['Hacksaw', 'Anchors', 'Padlock', 'Tile-Saw', 'Robot-Arm', 'Scrub-Brush']. What function it may be? Can Balsa-Wood be used to perform this function? Can Smartphone be used to perform this function? 
There is a function that can be performed by these tools: ['Forklift', 'Cargo-Container', 'Wheelbarrow', 'Pallet-Jack', 'Crane', 'Hand-Truck'], and this function cannot be performed by these tools: ['Crimp-Caps', 'Crowbar', 'Clip', 'Anvil', 'Handle', 'Tow-Truck']. What function it may be? Can Dolly be used to perform this function? Can HTML-Tables be used to perform this function? 
There is a function that can be performed by these tools: ['Touchscreen-Monitor', 'Game-Controller', 'Joystick', 'Tablet', 'Light-Switch', 'Gesture-Sensor'], and this function cannot be performed by these tools: ['Pitchfork', 'CSV-Files', 'Robot-Car', 'Jump-Rope', 'Rag', 'Crimp-Tool']. What function it may be? Can Mouse be used to perform this function? Can Paintbrush-Holder be used to perform this function? 
There is a function that can be performed by these tools: ['Chain', 'Rope', 'Towel', 'Handle', 'Hook', 'Cable'], and this function cannot be performed by these tools: ['Paint-Brush-Cleaner', 'Clamp', 'Napkin', 'Storage-Device', 'Soldering-Iron', 'Beam']. What function it may be? Can Bungee-Cord be used to perform this function? Can Rugby-Ball be used to perform this function? 
There is a function that can be performed by these tools: ['Stone', 'Wooden-Block', 'Clay', 'Plaster', 'Cardboard', 'Styrofoam'], and this function cannot be performed by these tools: ['Scrub-Brush', 'Tile-Saw', 'Smartphone', 'Robot-Arm', 'Hacksaw', 'Padlock']. What function it may be? Can Balsa-Wood be used to perform this function? Can Anchors be used to perform this function? 
There is a function that can be performed by these tools: ['Bungee-Cord', 'Rope', 'Chain', 'Cable', 'Hook', 'Handle'], and this function cannot be performed by these tools: ['Clamp', 'Soldering-Iron', 'Rugby-Ball', 'Storage-Device', 'Paint-Brush-Cleaner', 'Beam']. What function it may be? Can Towel be used to perform this function? Can Napkin be used to perform this function? 
There is a function that can be performed by these tools: ['Pilings', 'Docks', 'Buoys', 'Piers', 'Wharfs', 'Boats'], and this function cannot be performed by these tools: ['Microcontroller', 'Sticky-Notes', 'Descenders', 'Circular-Saw', 'Clamps', 'Strain-Gauge']. What function it may be? Can Floating-Logs be used to perform this function? Can Socket be used to perform this function? 
There is a function that can be performed by these tools: ['Wall', 'Bookshelf', 'Desk', 'Cabinet', 'Floor', 'Door'], and this function cannot be performed by these tools: ['Thimble', 'Raspberry-Pi', 'Cabinet-Handle', 'API-Endpoints', 'Drill-Press', 'Diaphragm']. What function it may be? Can Chair be used to perform this function? Can Table-Saw be used to perform this function? 
There is a function that can be performed by these tools: ['Tuple', 'List', 'String', 'Boolean', 'Float', 'File'], and this function cannot be performed by these tools: ['Optical-Disc', 'Recording-Software', 'Flagpole', 'Desk', 'Fabric', 'Flash-Drive']. What function it may be? Can Class be used to perform this function? Can Rocking-Horse be used to perform this function? 
There is a function that can be performed by these tools: ['Tablet', 'Laptop', 'Drone', 'Desktop-Computer', 'Smartphone', 'Robot'], and this function cannot be performed by these tools: ['Garage-Door-Lock', 'Robot-Vacuum', 'Yarn', 'Golf-Ball', 'Vice', 'Dice-Shaker']. What function it may be? Can Microcontroller be used to perform this function? Can Ceiling be used to perform this function? 
There is a function that can be performed by these tools: ['Laptop', 'Smartwatch', 'Smart-Speaker', 'Smartphone', 'Tablet', 'Smart-TV'], and this function cannot be performed by these tools: ['Refrigerator', 'Sharpener', 'Staple-Punch', 'Polish-Flag', 'Needle', 'Sound-Card']. What function it may be? Can Printer be used to perform this function? Can Rugby-Ball be used to perform this function? 
There is a function that can be performed by these tools: ['Chair', 'Cabinet', 'Wall', 'Floor', 'Bookshelf', 'Door'], and this function cannot be performed by these tools: ['Thimble', 'Drill-Press', 'Raspberry-Pi', 'API-Endpoints', 'Cabinet-Handle', 'Table-Saw']. What function it may be? Can Desk be used to perform this function? Can Diaphragm be used to perform this function? 
There is a function that can be performed by these tools: ['Piers', 'Pilings', 'Wharfs', 'Floating-Logs', 'Docks', 'Boats'], and this function cannot be performed by these tools: ['Socket', 'Clamps', 'Microcontroller', 'Circular-Saw', 'Strain-Gauge', 'Sticky-Notes']. What function it may be? Can Buoys be used to perform this function? Can Descenders be used to perform this function? 
There is a function that can be performed by these tools: ['Switch', 'Dial', 'Joystick', 'Slider', 'Button', 'Pedal'], and this function cannot be performed by these tools: ['Spirit-Level', 'Paper', 'Clamp', 'Napkin', 'Digital-Level', 'Bobbins']. What function it may be? Can Handle be used to perform this function? Can Mouse be used to perform this function? 
There is a function that can be performed by these tools: ['Mouse', 'Speakers', 'Scanner', 'Microphone', 'Gamepad', 'Monitor'], and this function cannot be performed by these tools: ['Door', 'Pressure-Gauge', 'Tow-Truck', 'Smartwatch', 'Paint-Palette', 'Leather']. What function it may be? Can Webcam be used to perform this function? Can CSV-File be used to perform this function? 
There is a function that can be performed by these tools: ['Hand-Truck', 'Pallet-Jack', 'Wheelbarrow', 'Crane', 'Dolly', 'Forklift'], and this function cannot be performed by these tools: ['HTML-Tables', 'Crowbar', 'Tow-Truck', 'Clip', 'Crimp-Caps', 'Handle']. What function it may be? Can Cargo-Container be used to perform this function? Can Anvil be used to perform this function? 
There is a function that can be performed by these tools: ['Microcontroller', 'Smartphone', 'Drone', 'Robot', 'Tablet', 'Laptop'], and this function cannot be performed by these tools: ['Ceiling', 'Golf-Ball', 'Yarn', 'Garage-Door-Lock', 'Dice-Shaker', 'Robot-Vacuum']. What function it may be? Can Desktop-Computer be used to perform this function? Can Vice be used to perform this function? 
There is a function that can be performed by these tools: ['Clay', 'Cardboard', 'Plaster', 'Balsa-Wood', 'Styrofoam', 'Stone'], and this function cannot be performed by these tools: ['Tile-Saw', 'Padlock', 'Hacksaw', 'Scrub-Brush', 'Robot-Arm', 'Smartphone']. What function it may be? Can Wooden-Block be used to perform this function? Can Anchors be used to perform this function? 
There is a function that can be performed by these tools: ['Scissors', 'Paper-Clip', 'White-Out', 'Stapler', 'Pen', 'Glue-Stick'], and this function cannot be performed by these tools: ['Bench', 'USB-Mouse', 'Jigsaw', 'Calculator', 'Memory-Card', 'Tightrope']. What function it may be? Can Highlighter be used to perform this function? Can Screwdriver-Bit be used to perform this function? 
There is a function that can be performed by these tools: ['Dial', 'Joystick', 'Button', 'Handle', 'Slider', 'Switch'], and this function cannot be performed by these tools: ['Napkin', 'Clamp', 'Spirit-Level', 'Bobbins', 'Digital-Level', 'Mouse']. What function it may be? Can Pedal be used to perform this function? Can Paper be used to perform this function? 
There is a function that can be performed by these tools: ['Handle', 'Cable', 'Bungee-Cord', 'Hook', 'Chain', 'Towel'], and this function cannot be performed by these tools: ['Napkin', 'Storage-Device', 'Clamp', 'Rugby-Ball', 'Paint-Brush-Cleaner', 'Soldering-Iron']. What function it may be? Can Rope be used to perform this function? Can Beam be used to perform this function? 
There is a function that can be performed by these tools: ['Keyboard', 'Joystick', 'Speakers', 'USB-Drive', 'Monitor', 'Printer'], and this function cannot be performed by these tools: ['Robot-Dog', 'LED-Lights', 'Chalkboard', 'Polish-Music-Instruments', 'Vegetables', 'Paint-Tray']. What function it may be? Can Headphones be used to perform this function? Can Mixer be used to perform this function? 
There is a function that can be performed by these tools: ['Monitor', 'Mouse', 'Recording-Software', 'Audio-Interface', 'Speakers', 'Microphone'], and this function cannot be performed by these tools: ['Storage-Device', 'Netting', 'Scissor-Lift', 'Seam-Ripper', 'Pulley', 'Ribbon']. What function it may be? Can Cables be used to perform this function? Can Graph-Paper be used to perform this function? 
There is a function that can be performed by these tools: ['Headphones', 'USB-Drive', 'Webcam', 'Keyboard', 'Mouse', 'Monitor'], and this function cannot be performed by these tools: ['Compass', 'Staple-Punch', 'Dremel-Tool', 'Ohmmeter', 'Helmets', 'Measuring-Tape']. What function it may be? Can Microphone be used to perform this function? Can Tug-of-War-Rope be used to perform this function? 
There is a function that can be performed by these tools: ['Smart-Speaker', 'Smart-TV', 'Smartphone', 'Laptop', 'Smartwatch', 'Printer'], and this function cannot be performed by these tools: ['Polish-Flag', 'Rugby-Ball', 'Refrigerator', 'Sound-Card', 'Staple-Punch', 'Needle']. What function it may be? Can Tablet be used to perform this function? Can Sharpener be used to perform this function? 
There is a function that can be performed by these tools: ['Pilings', 'Boats', 'Docks', 'Buoys', 'Piers', 'Wharfs'], and this function cannot be performed by these tools: ['Circular-Saw', 'Strain-Gauge', 'Sticky-Notes', 'Clamps', 'Socket', 'Microcontroller']. What function it may be? Can Floating-Logs be used to perform this function? Can Descenders be used to perform this function? 
There is a function that can be performed by these tools: ['Smartphone', 'Smartwatch', 'Smart-TV', 'Tablet', 'Smart-Speaker', 'Printer'], and this function cannot be performed by these tools: ['Needle', 'Rugby-Ball', 'Polish-Flag', 'Refrigerator', 'Staple-Punch', 'Sharpener']. What function it may be? Can Laptop be used to perform this function? Can Sound-Card be used to perform this function? 
There is a function that can be performed by these tools: ['Joystick', 'Light-Switch', 'Gesture-Sensor', 'Tablet', 'Mouse', 'Game-Controller'], and this function cannot be performed by these tools: ['Crimp-Tool', 'Paintbrush-Holder', 'Rag', 'Jump-Rope', 'Robot-Car', 'CSV-Files']. What function it may be? Can Touchscreen-Monitor be used to perform this function? Can Pitchfork be used to perform this function? 
There is a function that can be performed by these tools: ['Class', 'List', 'Float', 'Boolean', 'File', 'String'], and this function cannot be performed by these tools: ['Fabric', 'Desk', 'Optical-Disc', 'Rocking-Horse', 'Recording-Software', 'Flash-Drive']. What function it may be? Can Tuple be used to perform this function? Can Flagpole be used to perform this function? 
There is a function that can be performed by these tools: ['Smartwatch', 'Laptop', 'Smart-TV', 'Tablet', 'Smart-Speaker', 'Smartphone'], and this function cannot be performed by these tools: ['Refrigerator', 'Sound-Card', 'Rugby-Ball', 'Polish-Flag', 'Staple-Punch', 'Needle']. What function it may be? Can Printer be used to perform this function? Can Sharpener be used to perform this function? 
There is a function that can be performed by these tools: ['Light-Switch', 'Gesture-Sensor', 'Game-Controller', 'Tablet', 'Joystick', 'Mouse'], and this function cannot be performed by these tools: ['Pitchfork', 'Rag', 'Paintbrush-Holder', 'CSV-Files', 'Jump-Rope', 'Robot-Car']. What function it may be? Can Touchscreen-Monitor be used to perform this function? Can Crimp-Tool be used to perform this function? 
There is a function that can be performed by these tools: ['Class', 'String', 'Tuple', 'Boolean', 'Float', 'File'], and this function cannot be performed by these tools: ['Recording-Software', 'Optical-Disc', 'Rocking-Horse', 'Flagpole', 'Flash-Drive', 'Fabric']. What function it may be? Can List be used to perform this function? Can Desk be used to perform this function? 
There is a function that can be performed by these tools: ['Laptop', 'Tablet', 'Smartphone', 'Printer', 'Smart-Speaker', 'Smart-TV'], and this function cannot be performed by these tools: ['Refrigerator', 'Staple-Punch', 'Sound-Card', 'Rugby-Ball', 'Polish-Flag', 'Sharpener']. What function it may be? Can Smartwatch be used to perform this function? Can Needle be used to perform this function? 
There is a function that can be performed by these tools: ['Tuple', 'Float', 'Boolean', 'File', 'Class', 'List'], and this function cannot be performed by these tools: ['Fabric', 'Recording-Software', 'Flagpole', 'Rocking-Horse', 'Flash-Drive', 'Optical-Disc']. What function it may be? Can String be used to perform this function? Can Desk be used to perform this function? 
There is a function that can be performed by these tools: ['Adhesives', 'Screws', 'Staples', 'Nails', 'Clamps', 'Anchors'], and this function cannot be performed by these tools: ['Awl', 'Clock', 'Table-Saw', 'Lace', 'Dictionary', 'Gamepad']. What function it may be? Can Rivets be used to perform this function? Can SD-Card be used to perform this function? 
There is a function that can be performed by these tools: ['Button', 'Handle', 'Pedal', 'Switch', 'Slider', 'Dial'], and this function cannot be performed by these tools: ['Digital-Level', 'Clamp', 'Napkin', 'Mouse', 'Paper', 'Spirit-Level']. What function it may be? Can Joystick be used to perform this function? Can Bobbins be used to perform this function? 
There is a function that can be performed by these tools: ['Keyboard', 'USB-Flash-Drive', 'Router', 'Monitor', 'Smartphone', 'Laptop'], and this function cannot be performed by these tools: ['Fishing-Rod', 'Robot-Vacuum', 'Crate', 'Wheel', 'Copper-Wire', 'Seam-Ripper']. What function it may be? Can External-Hard-Drive be used to perform this function? Can Docks be used to perform this function? 
There is a function that can be performed by these tools: ['Pen', 'White-Out', 'Scissors', 'Paper-Clip', 'Highlighter', 'Glue-Stick'], and this function cannot be performed by these tools: ['Screwdriver-Bit', 'Bench', 'Calculator', 'Memory-Card', 'USB-Mouse', 'Jigsaw']. What function it may be? Can Stapler be used to perform this function? Can Tightrope be used to perform this function? 
There is a function that can be performed by these tools: ['Microphone', 'Webcam', 'Keyboard', 'USB-Drive', 'Monitor', 'Mouse'], and this function cannot be performed by these tools: ['Compass', 'Staple-Punch', 'Tug-of-War-Rope', 'Ohmmeter', 'Measuring-Tape', 'Dremel-Tool']. What function it may be? Can Headphones be used to perform this function? Can Helmets be used to perform this function? 
There is a function that can be performed by these tools: ['Screws', 'Staples', 'Adhesives', 'Rivets', 'Clamps', 'Nails'], and this function cannot be performed by these tools: ['Table-Saw', 'Awl', 'Dictionary', 'SD-Card', 'Gamepad', 'Clock']. What function it may be? Can Anchors be used to perform this function? Can Lace be used to perform this function? 
There is a function that can be performed by these tools: ['Floating-Logs', 'Pilings', 'Piers', 'Wharfs', 'Buoys', 'Docks'], and this function cannot be performed by these tools: ['Circular-Saw', 'Sticky-Notes', 'Clamps', 'Socket', 'Descenders', 'Strain-Gauge']. What function it may be? Can Boats be used to perform this function? Can Microcontroller be used to perform this function? 
There is a function that can be performed by these tools: ['Hacksaw', 'File', 'Pencil', 'Drill-Bit', 'Screwdriver', 'Chisel'], and this function cannot be performed by these tools: ['LED-Lights', 'Table-Saw', 'Luggage-Lock', 'Clay', 'Cheese', 'Padlock']. What function it may be? Can Hammer be used to perform this function? Can Desktop-Computer be used to perform this function? 
There is a function that can be performed by these tools: ['Dial', 'Joystick', 'Switch', 'Button', 'Pedal', 'Slider'], and this function cannot be performed by these tools: ['Paper', 'Clamp', 'Spirit-Level', 'Bobbins', 'Napkin', 'Mouse']. What function it may be? Can Handle be used to perform this function? Can Digital-Level be used to perform this function? 
There is a function that can be performed by these tools: ['Headphones', 'Monitor', 'Keyboard', 'Mouse', 'Microphone', 'USB-Drive'], and this function cannot be performed by these tools: ['Measuring-Tape', 'Tug-of-War-Rope', 'Compass', 'Ohmmeter', 'Staple-Punch', 'Dremel-Tool']. What function it may be? Can Webcam be used to perform this function? Can Helmets be used to perform this function? 
There is a function that can be performed by these tools: ['Tape-Measure', 'Crowbar', 'Hammer', 'Saw', 'Drill', 'Pliers'], and this function cannot be performed by these tools: ['Door', 'Wharfs', 'Scissors', 'Buoys', 'Boolean', 'Flash-Memory-Card']. What function it may be? Can Rope be used to perform this function? Can Rug be used to perform this function? 
There is a function that can be performed by these tools: ['Joystick', 'Button', 'Dial', 'Switch', 'Handle', 'Pedal'], and this function cannot be performed by these tools: ['Paper', 'Mouse', 'Clamp', 'Digital-Level', 'Bobbins', 'Spirit-Level']. What function it may be? Can Slider be used to perform this function? Can Napkin be used to perform this function? 
